model_id,policy,seed,round,hv,igd
i01o_m1,random_seed,11,1,0.8234846050026949,0.077586512573819
i01o_m1,random_seed,11,2,0.8243990043747481,0.077586512573819
i01o_m1,random_seed,11,3,0.8443477338779681,0.05948335245704578
i01o_m1,random_seed,11,4,0.8443477338779681,0.05948335245704578
i01o_m1,random_seed,11,5,0.8480566418961233,0.056142471397986345
i01o_m1,random_seed,11,6,0.8480566418961233,0.056142471397986345
i01o_m1,random_seed,11,7,0.8898403373770206,0.028250029298133323
i01o_m1,random_seed,11,8,0.8898403373770206,0.028250029298133323
i01o_m1,random_seed,11,9,0.8898403373770206,0.028250029298133323
i01o_m1,random_seed,11,10,0.8901615049582933,0.026332976382696622
i01o_m1,random_seed,11,11,0.8901615049582933,0.026332976382696622
i01o_m1,random_seed,11,12,0.8901615049582933,0.026332976382696622
i01o_m1,random_seed,11,13,0.8901615049582933,0.026332976382696622
i01o_m1,random_seed,11,14,0.8901615049582933,0.026332976382696622
i01o_m1,random_seed,11,15,0.8901615049582933,0.026332976382696622
i01o_m1,random_seed,11,16,0.8901615049582933,0.026332976382696622
i01o_m1,random_seed,11,17,0.8901615049582933,0.026332976382696622
i01o_m1,random_seed,11,18,0.8901615049582933,0.026332976382696622
i01o_m1,random_seed,11,19,0.8901624210070413,0.026332976382696622
i01o_m1,random_seed,11,20,0.8901624210070413,0.026332976382696622
i01o_m1,random_seed,12,1,0.8234846050026949,0.077586512573819
i01o_m1,random_seed,12,2,0.8234846050026949,0.077586512573819
i01o_m1,random_seed,12,3,0.8250849813680207,0.077586512573819
i01o_m1,random_seed,12,4,0.8250849813680207,0.077586512573819
i01o_m1,random_seed,12,5,0.8250849813680207,0.077586512573819
i01o_m1,random_seed,12,6,0.8266323924615131,0.077586512573819
i01o_m1,random_seed,12,7,0.8270010994042811,0.077586512573819
i01o_m1,random_seed,12,8,0.8270010994042811,0.077586512573819
i01o_m1,random_seed,12,9,0.827200932804113,0.077586512573819
i01o_m1,random_seed,12,10,0.827200932804113,0.077586512573819
i01o_m1,random_seed,12,11,0.827200932804113,0.077586512573819
i01o_m1,random_seed,12,12,0.827200932804113,0.077586512573819
i01o_m1,random_seed,12,13,0.835613320293739,0.0696323613376835
i01o_m1,random_seed,12,14,0.835613320293739,0.0696323613376835
i01o_m1,random_seed,12,15,0.835613320293739,0.0696323613376835
i01o_m1,random_seed,12,16,0.835613320293739,0.0696323613376835
i01o_m1,random_seed,12,17,0.8356282728384651,0.0696323613376835
i01o_m1,random_seed,12,18,0.8356282728384651,0.0696323613376835
i01o_m1,random_seed,12,19,0.84685281972082,0.05794192099992727
i01o_m1,random_seed,12,20,0.8468623765776677,0.05794192099992727
i01o_m1,random_seed,13,1,0.8234846050026949,0.077586512573819
i01o_m1,random_seed,13,2,0.8241232061613474,0.077586512573819
i01o_m1,random_seed,13,3,0.8241232061613474,0.077586512573819
i01o_m1,random_seed,13,4,0.8241232061613474,0.077586512573819
i01o_m1,random_seed,13,5,0.8243841044038572,0.077586512573819
i01o_m1,random_seed,13,6,0.8442394709363035,0.059400977427360425
i01o_m1,random_seed,13,7,0.8503830926471639,0.05336622981182101
i01o_m1,random_seed,13,8,0.8503830926471639,0.05336622981182101
i01o_m1,random_seed,13,9,0.8509912414496259,0.05336622981182101
i01o_m1,random_seed,13,10,0.8509912414496259,0.05336622981182101
i01o_m1,random_seed,13,11,0.8509912414496259,0.05336622981182101
i01o_m1,random_seed,13,12,0.8509912414496259,0.05336622981182101
i01o_m1,random_seed,13,13,0.8509912414496259,0.05336622981182101
i01o_m1,random_seed,13,14,0.8509912414496259,0.05336622981182101
i01o_m1,random_seed,13,15,0.9005240073155082,0.033408532764526405
i01o_m1,random_seed,13,16,0.9005240073155082,0.033408532764526405
i01o_m1,random_seed,13,17,0.9005240073155082,0.033408532764526405
i01o_m1,random_seed,13,18,0.9005240073155082,0.033408532764526405
i01o_m1,random_seed,13,19,0.9005240073155082,0.033408532764526405
i01o_m1,random_seed,13,20,0.9005240073155082,0.033408532764526405
i02o_m2,parego,11,1,0.7806477610494478,0.1345595858870493
i02o_m2,parego,11,2,0.8027668985053654,0.12986367160340814
i02o_m2,parego,11,3,0.8027668985053654,0.12986367160340814
i02o_m2,parego,11,4,0.8571631486410679,0.07774672811315853
i02o_m2,parego,11,5,0.8571631486410679,0.07774672811315853
i02o_m2,parego,11,6,0.8571631486410679,0.07774672811315853
i02o_m2,parego,11,7,0.8575472319082746,0.07774672811315853
i02o_m2,parego,11,8,0.8732939656400341,0.061976075577369893
i02o_m2,parego,11,9,0.8732939656400341,0.061976075577369893
i02o_m2,parego,11,10,0.8732939656400341,0.061976075577369893
i02o_m2,parego,11,11,0.8732939656400341,0.061976075577369893
i02o_m2,parego,11,12,0.9235889079020736,0.011950237637449299
i02o_m2,parego,11,13,0.9235889079020736,0.011950237637449299
i02o_m2,parego,11,14,0.9235889079020736,0.011950237637449299
i02o_m2,parego,11,15,0.9235889079020736,0.011950237637449299
i02o_m2,parego,11,16,0.9235889079020736,0.011950237637449299
i02o_m2,parego,11,17,0.9235889079020736,0.011950237637449299
i02o_m2,parego,11,18,0.9235889079020736,0.011950237637449299
i02o_m2,parego,11,19,0.9235889079020736,0.011950237637449299
i02o_m2,parego,11,20,0.9235889079020736,0.011950237637449299
i02o_m2,parego,12,1,0.8348522821534029,0.0962785183482693
i02o_m2,parego,12,2,0.8348522821534029,0.0962785183482693
i02o_m2,parego,12,3,0.8370713128855024,0.0962785183482693
i02o_m2,parego,12,4,0.8370713128855024,0.0962785183482693
i02o_m2,parego,12,5,0.8370713128855024,0.0962785183482693
i02o_m2,parego,12,6,0.8370892934006992,0.0962785183482693
i02o_m2,parego,12,7,0.8370892934006992,0.0962785183482693
i02o_m2,parego,12,8,0.8683754096528731,0.06615534767127151
i02o_m2,parego,12,9,0.8686979099925233,0.06615534767127151
i02o_m2,parego,12,10,0.868724634561796,0.06615534767127151
i02o_m2,parego,12,11,0.8688505889962063,0.06615534767127151
