model_id,policy,seed,valid_trials,invalid_trials,valid_rate,hv_auc,hv_final,igd_auc,igd_final,hv_5,hv_10,hv_20,wall_seconds,mesh_invalid,mesh_failure
i08o_m8,parego_seed,11,19,1,0.95,0.7088927759219508,0.7747058071735506,0.058989776033937055,0.017660384091916583,0.7032841347905624,0.7418386185547623,0.7747058071735506,104.32900200004224,1,0
i08o_m8,parego_seed,12,18,2,0.9,0.6910323182024396,0.8158318569677963,0.08966350996078605,0.005138144382801512,0.6139979198395413,0.7631837501850036,0.8158318569677963,119.95812580003985,2,0
i08o_m8,parego_seed,13,17,3,0.85,0.6466225471778234,0.739845859101414,0.11669411261507111,0.048336836468620234,0.6037213764913191,0.6128283586942149,0.739845859101414,114.0011939999531,3,0
i08o_m8,qlogehvi_mixed,11,19,1,0.95,0.72912406723302,0.8334376365930638,0.08183635254075511,0.011767657268308638,0.7088273256630857,0.7088273256630857,0.8334376365930638,121.55893610003113,1,0
i08o_m8,qlogehvi_mixed,12,20,0,1.0,0.7376457366843013,0.8040135800747704,0.0628863728651028,0.006795836837289906,0.6139979198395413,0.7986030574843616,0.8040135800747704,131.92433009998058,0,0
i08o_m8,qlogehvi_mixed,13,19,1,0.95,0.7639426347490079,0.8143683059129477,0.04854237577571688,0.006128651635341892,0.6036200679054511,0.8141445076143305,0.8143683059129477,141.80349210000713,1,0
i08o_m8,qlogehvi_mixed_seed,11,18,2,0.9,0.7347767912166171,0.802907105723652,0.045416837283575505,0.008074046008479373,0.7032841347905624,0.8028354204023541,0.802907105723652,164.33472389999952,2,0
i08o_m8,qlogehvi_mixed_seed,12,19,1,0.95,0.6903595422731738,0.7975559682566545,0.09637234926606639,0.01480160941545236,0.6663938111691028,0.7806999315200284,0.7975559682566545,115.62335440001334,1,0
i08o_m8,qlogehvi_mixed_seed,13,18,2,0.9,0.6966500232721454,0.7918133391745736,0.0787072310002771,0.014954216561093367,0.6036200679054511,0.7446522354259789,0.7918133391745736,145.3821014000132,2,0
i08o_m8,random,11,20,0,1.0,0.6919195634802238,0.732167330525671,0.09831594159357766,0.05595833124604896,0.7032841347905624,0.732167330525671,0.732167330525671,198.7937122999865,0,0
i08o_m8,random,12,20,0,1.0,0.6283992071739112,0.6625125850849788,0.153082972172459,0.12381359177510982,0.6139979198395413,0.6243277839755911,0.6625125850849788,188.97422050002206,0,0
i08o_m8,random,13,20,0,1.0,0.660179052300892,0.7612710834093513,0.12475706874462338,0.03213456295986457,0.6036200679054511,0.6435746307546985,0.7612710834093513,201.64936399993894,0,0
i08o_m8,random_seed,11,19,1,0.95,0.690711346679487,0.732167330525671,0.07473451852389905,0.05595833124604896,0.7032841347905624,0.732167330525671,0.732167330525671,223.4372418999992,1,0
i08o_m8,random_seed,12,19,1,0.95,0.5859461338005442,0.6625125850849788,0.1810934684878772,0.12381359177510982,0.6139979198395413,0.6243277839755911,0.6625125850849788,212.8444174000324,1,0
i08o_m8,random_seed,13,19,1,0.95,0.6161240976166151,0.6435746307546985,0.1464037613831111,0.14023020180802365,0.6036200679054511,0.6435746307546985,0.6435746307546985,179.74527080000553,1,0
i09o_m9,parego,11,20,0,1.0,0.8156516238602192,0.9219335513811319,0.1411023045797724,0.03818960586217936,0.8197173474443834,0.8209683656603819,0.9219335513811319,84.61365269999078,0,0
i09o_m9,parego,12,18,2,0.9,0.8661383527793978,0.9347504123101198,0.09269555445044632,0.026186246564112038,0.7497756712886154,0.8974889383558506,0.9347504123101198,78.43362590002653,1,1
i09o_m9,parego,13,20,0,1.0,0.9251399818690699,0.947979134715909,0.034607963345858694,0.013496268723461857,0.9053965306705767,0.9474725811084077,0.947979134715909,81.61410610003804,0,0
i09o_m9,parego_seed,11,20,0,1.0,0.895850735503619,0.9579748973852328,0.06346428376098981,0.0034394975044658867,0.8509099006233667,0.9342166876888518,0.9579748973852328,77.03720969994902,0,0
i09o_m9,parego_seed,12,17,3,0.85,0.8453733653427761,0.9577171299114559,0.1122943102149554,0.00346702224653906,0.7969983928768749,0.8320530427384806,0.9577171299114559,78.54779660001805,3,0
i09o_m9,parego_seed,13,20,0,1.0,0.893474415853845,0.9581040858806923,0.06537747234858972,0.0036139395666814483,0.7777231325215999,0.9287171452504617,0.9581040858806923,77.535722500048,0,0
i09o_m9,qlogehvi_mixed,11,19,1,0.95,0.869582403602724,0.94652495355249,0.0888294478817008,0.014778198848794643,0.8456087654671934,0.8915585249996869,0.94652495355249,93.40196229996218,1,0
i09o_m9,qlogehvi_mixed,12,19,1,0.95,0.8825523013422923,0.9617010241405893,0.07811034538619703,0.003147123296986356,0.7499012750742887,0.9363004049174711,0.9617010241405893,87.90296160000435,1,0
i09o_m9,qlogehvi_mixed,13,20,0,1.0,0.9377808809982313,0.962165330048153,0.024972498762768316,0.00293148176261375,0.9251995030673714,0.9616052763885016,0.962165330048153,89.2329127999983,0,0
i09o_m9,qlogehvi_mixed_seed,11,20,0,1.0,0.9171878767268282,0.9615106677653692,0.044207953340375666,0.003221316932297382,0.8197173474443834,0.9592664161406368,0.9615106677653692,101.33821240001998,0,0
i09o_m9,qlogehvi_mixed_seed,12,19,1,0.95,0.9069023229742533,0.9617043166610583,0.05566357352256281,0.0030489684217933654,0.7623706832983564,0.9616191749468873,0.9617043166610583,95.46997690001444,1,0
i09o_m9,qlogehvi_mixed_seed,13,20,0,1.0,0.9210143033283098,0.9722234114300738,0.05207375677321541,0.0007808367823146022,0.8001041738433722,0.9722215830474528,0.9722234114300738,97.81797670001106,0,0
i09o_m9,random,11,19,1,0.95,0.8457501220831026,0.9066970582414356,0.11164149720884292,0.05366754312051186,0.8197173474443834,0.9058458991940896,0.9066970582414356,160.06747650000034,1,0
i09o_m9,random,12,18,2,0.9,0.781719135720627,0.8465701562869188,0.17477977259271632,0.11124252993774426,0.7497756712886154,0.7946713497175009,0.8465701562869188,151.4968270999525,2,0
i09o_m9,random,13,20,0,1.0,0.8899586239585776,0.9396126954720979,0.06857981505275422,0.021793884278565902,0.8438458636838054,0.8902194377936455,0.9396126954720979,160.38317499993718,0,0
i09o_m9,random_seed,11,19,1,0.95,0.8641650825880518,0.9066970582414356,0.09417729734188592,0.05366754312051186,0.8197173474443834,0.9058458991940896,0.9066970582414356,152.476963299996,1,0
i09o_m9,random_seed,12,18,2,0.9,0.7893676614333206,0.8465701562869188,0.16697303447300388,0.11124252993774426,0.7623706832983564,0.7947012174137646,0.8465701562869188,147.17820299997402,2,0
i09o_m9,random_seed,13,20,0,1.0,0.8704662196158959,0.9396126954720979,0.08815600037308569,0.021793884278565902,0.7623039177561285,0.8902194377936455,0.9396126954720979,144.80048780000652,0,0
i10o_simp,parego,11,20,0,1.0,0.9363636363636365,0.9363636363636364,0.009614754992906248,0.009614754992906246,0.9363636363636364,0.9363636363636364,0.9363636363636364,100.86892029998126,0,0
i10o_simp,parego,12,20,0,1.0,0.9223390353216026,0.9321822943035362,0.023225902687901506,0.013805784039933986,0.916811826539043,0.9180397818443672,0.9321822943035362,111.06264800003555,0,0
i10o_simp,parego,13,20,0,1.0,0.9289455346171936,0.9380578332577206,0.016854392225970977,0.007935329987249672,0.9137875644484285,0.9287749287749287,0.9380578332577206,115.0899875999894,0,0
i10o_simp,parego_seed,11,20,0,1.0,0.9129433512689598,0.9321408266488148,0.03288924207043984,0.013805784039933986,0.9001345347419971,0.9100309955445584,0.9321408266488148,64.36031069997989,0,0
i10o_simp,parego_seed,12,20,0,1.0,0.916608352459937,0.928125,0.0291409396817791,0.01785339135654261,0.9151515151515152,0.9151515151515152,0.928125,61.98651770000288,0,0
i10o_simp,parego_seed,13,20,0,1.0,0.920178022312675,0.937290916877348,0.025592136641304563,0.008716535682799125,0.9103772426805518,0.9146919431279621,0.937290916877348,63.53202349998173,0,0
i10o_simp,qlogehvi_mixed,11,20,0,1.0,0.9365204871454142,0.9423239660711903,0.009462997497234693,0.003847970157387181,0.9363636363636364,0.9363636363636364,0.9423239660711903,75.42535070003942,0,0
i10o_simp,qlogehvi_mixed,12,20,0,1.0,0.9258450738673155,0.9383482214285707,0.019857245120907824,0.007666346450535183,0.9239819004524887,0.9249750353008623,0.9383482214285707,80.3832107000344,0,0
i10o_simp,qlogehvi_mixed,13,20,0,1.0,0.9224796384859895,0.9329091937990205,0.023307833184962778,0.013083504539549597,0.9137875644484285,0.9206838804325085,0.9329091937990205,79.1352096999617,0,0
i10o_simp,qlogehvi_mixed_seed,11,20,0,1.0,0.9240589287760699,0.9459783913565426,0.02181416114941778,0.0,0.9001345347419971,0.9328649492583919,0.9459783913565426,75.72201609998592,0,0
i10o_simp,qlogehvi_mixed_seed,12,20,0,1.0,0.9247483976696355,0.9378980891719745,0.02092664822870475,0.008080302184568094,0.8995099988863046,0.9337423312883435,0.9378980891719745,76.37594739998167,0,0
i10o_simp,qlogehvi_mixed_seed,13,20,0,1.0,0.9079805865640799,0.9331921264616007,0.0377846690415297,0.012799786740635508,0.900934219189387,0.9122055674518201,0.9331921264616007,77.4704527999711,0,0
i10o_simp,random,11,20,0,1.0,0.9363636363636365,0.9363636363636364,0.009614754992906248,0.009614754992906246,0.9363636363636364,0.9363636363636364,0.9363636363636364,121.1072123000049,0,0
i10o_simp,random,12,20,0,1.0,0.9205113583917983,0.9265156746921784,0.024712990063624655,0.01948221610442072,0.916811826539043,0.9168444013596089,0.9265156746921784,118.87071220000507,0,0
i10o_simp,random,13,20,0,1.0,0.9217388872738094,0.9307207837648706,0.02407396660458312,0.015257607591672079,0.9137875644484285,0.9234430000965747,0.9307207837648706,118.86888779999572,0,0
i10o_simp,random_seed,11,20,0,1.0,0.9191167502710358,0.9257713491048742,0.026802151220053,0.020290865960550835,0.9083607447535404,0.9257708798641405,0.9257713491048742,110.28783299996576,0,0
i10o_simp,random_seed,12,20,0,1.0,0.9115820743862764,0.9265156746921784,0.03369209627649576,0.01948221610442072,0.8990822986313955,0.9036972064763378,0.9265156746921784,112.08171659999061,0,0
i10o_simp,random_seed,13,20,0,1.0,0.9170289682745442,0.9307207837648706,0.0287478839135897,0.015257607591672079,0.9000070242385274,0.9234294323477727,0.9307207837648706,115.90588120004395,0,0
i11o_s1,parego,11,20,0,1.0,0.9505718082476043,0.9582106314542136,0.007137240056043825,0.005486227670744031,0.949646615311393,0.9515319670242941,0.9582106314542136,74.02270819997648,0,0
i11o_s1,parego,12,20,0,1.0,0.9275089380176205,0.9486282470800379,0.018715115928833823,0.006761631177496546,0.9154583535063997,0.9418977089194878,0.9486282470800379,66.3970762000099,0,0
i11o_s1,parego,13,20,0,1.0,0.9225766261455589,0.9424627957921343,0.024264367538741317,0.009187614698559199,0.8902455916514397,0.9415509111375125,0.9424627957921343,67.47397860004276,0,0
i11o_s1,parego_seed,11,20,0,1.0,0.9453481135072582,0.9499797725955942,0.010806368386738194,0.00695832687076757,0.949482815132643,0.9496590260293045,0.9499797725955942,67.8767741999909,0,0
i11o_s1,parego_seed,12,20,0,1.0,0.9293448077220674,0.9521570701313923,0.018289813462320358,0.006456756391228763,0.9294508624604957,0.9419120671004461,0.9521570701313923,68.11889120000706,0,0
i11o_s1,parego_seed,13,20,0,1.0,0.9175801394694357,0.9376455909824849,0.02411353164126147,0.008135155621953844,0.9189058435006477,0.9193562080400589,0.9376455909824849,66.13321660000656,0,0
i11o_s1,qlogehvi_mixed,11,20,0,1.0,0.9550683996371563,0.9610951013871921,0.00770726107534947,0.0065401601734303505,0.9496153707899754,0.9592728436413588,0.9610951013871921,78.29325440003595,0,0
i11o_s1,qlogehvi_mixed,12,20,0,1.0,0.9248128178901178,0.9348211072880821,0.015948906169485983,0.008208558881031584,0.9234186153675719,0.9298347561900151,0.9348211072880821,102.14205899996159,0,0
i11o_s1,qlogehvi_mixed,13,20,0,1.0,0.9046026998745088,0.9149942666975364,0.03428439666358651,0.024725942628747024,0.8893601936712957,0.9119986444859175,0.9149942666975364,82.06091540004127,0,0
i11o_s1,qlogehvi_mixed_seed,11,20,0,1.0,0.9453686897103432,0.9513965224829907,0.012033550287907502,0.006324519254666092,0.9494324545794716,0.9496604654013956,0.9513965224829907,106.04377730000124,0,0
i11o_s1,qlogehvi_mixed_seed,12,20,0,1.0,0.9261912537755719,0.9504322496689951,0.018700375067740558,0.003592758138166424,0.9158413489429866,0.9288753352686775,0.9504322496689951,105.64455250004539,0,0
i11o_s1,qlogehvi_mixed_seed,13,20,0,1.0,0.886101909092569,0.9153500304299009,0.052903805101596216,0.024511943529444878,0.8716275768348676,0.8843134557522553,0.9153500304299009,101.79146160004893,0,0
i11o_s1,random,11,20,0,1.0,0.9491830557159752,0.9507459794588521,0.007230241395254941,0.0061892766366084965,0.9496153707899754,0.9506861001650981,0.9507459794588521,117.34553710000182,0,0
i11o_s1,random,12,20,0,1.0,0.9225547356907043,0.9354537062473665,0.019584430163281562,0.010499761599162773,0.9154583535063997,0.9257955444610051,0.9354537062473665,119.58003679997637,0,0
i11o_s1,random,13,20,0,1.0,0.9042944276785516,0.9274591175288467,0.03443058866349583,0.013524272344402817,0.9061210310908011,0.9067412908409022,0.9274591175288467,118.86928969998553,0,0
i11o_s1,random_seed,11,20,0,1.0,0.945765793867792,0.9506651860487548,0.01078828920433242,0.007055257666075358,0.9494324545794716,0.9506271685698182,0.9506651860487548,68.63268920002156,0,0
i11o_s1,random_seed,12,20,0,1.0,0.9196397839466666,0.9354537062473665,0.022637274718769976,0.010499761599162773,0.9154522006121253,0.9257955444610051,0.9354537062473665,136.91194620000897,0,0
i11o_s1,random_seed,13,20,0,1.0,0.9009940668439771,0.9274591175288467,0.03773120418537766,0.013524272344402817,0.9060949655635075,0.9067253353634779,0.9274591175288467,68.9884924000362,0,0
i14o_s7,parego,11,20,0,1.0,0.9233616551555629,0.9359741908568312,0.014210550409166176,0.0034306812288025204,0.9096599958693172,0.9356693806814546,0.9359741908568312,121.00133550004102,0,0
i14o_s7,parego,12,20,0,1.0,0.9120904271490022,0.9257918322844269,0.017659276000572124,0.005443036572709518,0.8976683133529121,0.9223827318377467,0.9257918322844269,123.62417330000608,0,0
i14o_s7,parego,13,19,1,0.95,0.8982171840647878,0.9354070978881336,0.03439885944577028,0.00189297347117454,0.8650604011083405,0.8813585293339048,0.9354070978881336,123.92188330001954,1,0
i14o_s7,parego_seed,11,20,0,1.0,0.9129941889361723,0.9251967916061702,0.017323407368810054,0.005786267574970197,0.9096599958693172,0.9096599958693172,0.9251967916061702,76.48716430003697,0,0
i14o_s7,parego_seed,12,20,0,1.0,0.9052512221053055,0.9267544195170232,0.0238558135770175,0.004899751899188177,0.8976683133529121,0.8977509646185794,0.9267544195170232,75.72777720003796,0,0
i14o_s7,parego_seed,13,20,0,1.0,0.898208481073701,0.9241482275352132,0.030664259683674838,0.00624221123698739,0.8794729509832805,0.8907874511697114,0.9241482275352132,69.54322130001674,0,0
i14o_s7,qlogehvi_mixed,11,20,0,1.0,0.9274231592792246,0.9340739133196121,0.006714684529958104,0.001819585268921182,0.9333158839787943,0.9340739017097361,0.9340739133196121,117.997664599985,0,0
i14o_s7,qlogehvi_mixed,12,20,0,1.0,0.9251314335197102,0.9345277989333078,0.00983270026365776,0.002082213706028904,0.9343788320170586,0.9345277989333078,0.9345277989333078,90.19878440002503,0,0
i14o_s7,qlogehvi_mixed,13,20,0,1.0,0.8803880192052054,0.9314758330764479,0.04900889900838807,0.004299635565025812,0.8626320728807471,0.8713221030129926,0.9314758330764479,78.37845600000583,0,0
i14o_s7,qlogehvi_mixed_seed,11,20,0,1.0,0.9260508377329247,0.9348833556705041,0.008612110011600194,0.0018448054475369861,0.9096615178986234,0.9315689714666933,0.9348833556705041,115.48087379999924,0,0
i14o_s7,qlogehvi_mixed_seed,12,19,1,0.95,0.9135595683934498,0.9307587908707458,0.018225835593074675,0.0031620143907682566,0.9062268899371738,0.9074837877343465,0.9307587908707458,82.758294499974,1,0
i14o_s7,qlogehvi_mixed_seed,13,20,0,1.0,0.8996874414817672,0.9312483620339571,0.03009472035906139,0.0030196205007372266,0.8799183873554328,0.8806766319552501,0.9312483620339571,118.3065404999943,0,0
i14o_s7,random,11,20,0,1.0,0.9075465666743004,0.9096599958693172,0.022654779830042767,0.021661208079672995,0.9096599958693172,0.9096599958693172,0.9096599958693172,127.88350810002885,0,0
i14o_s7,random,12,20,0,1.0,0.908583245183573,0.9167097458708369,0.02107568936622201,0.01418048302491517,0.8976683133529121,0.9164829910751916,0.9167097458708369,124.44709579998744,0,0
i14o_s7,random,13,20,0,1.0,0.8953247876531971,0.9358470743684295,0.034832420923545125,0.005092665179859025,0.8867600608703321,0.8876928590079088,0.9358470743684295,124.97557529997721,0,0
i14o_s7,random_seed,11,20,0,1.0,0.9081471702867367,0.9096599958693172,0.022360144253177356,0.021661208079672995,0.9096599958693172,0.9096599958693172,0.9096599958693172,115.44266280000738,0,0
i14o_s7,random_seed,12,20,0,1.0,0.9085634874442009,0.9167097458708369,0.02121513360425774,0.01418048302491517,0.8976683133529121,0.9164829910751916,0.9167097458708369,117.96414339997864,0,0
i14o_s7,random_seed,13,20,0,1.0,0.898175275230548,0.9358470743684295,0.031714533758111764,0.005092665179859025,0.8859054725297038,0.8877300125006469,0.9358470743684295,118.78894420000142,0,0
i17o_s20,parego,11,20,0,1.0,0.8879392736549677,0.9229495658855581,0.038472153050588036,0.00693479533777677,0.8491265196287971,0.9225785946765324,0.9229495658855581,122.7456137999834,0,0
i17o_s20,parego,12,19,1,0.95,0.8665540630056848,0.8735540161440868,0.05647870541674314,0.049937818210219496,0.8451220561754114,0.8730236440749424,0.8735540161440868,101.51215270003013,1,0
i17o_s20,parego,13,20,0,1.0,0.8759775864581141,0.9200132678966213,0.048053507756800305,0.00925042269481112,0.8577406894267819,0.8579043294721802,0.9200132678966213,113.59204789996147,0,0
i17o_s20,parego_seed,11,19,1,0.95,0.862566144868136,0.8763638368970998,0.06044185665914697,0.04686757471938665,0.8491263865829477,0.8651343829514891,0.8763638368970998,79.30483720000484,1,0
i17o_s20,parego_seed,12,20,0,1.0,0.8844998703304536,0.9240081616216089,0.041042460566490496,0.00604305732157562,0.8473890266546095,0.8940277529961251,0.9240081616216089,83.09816020001017,0,0
i17o_s20,parego_seed,13,20,0,1.0,0.8926739076512267,0.9252806521194763,0.03363791052953109,0.00496413350842828,0.8724401834347084,0.905036632806208,0.9252806521194763,73.91033429995878,0,0
i17o_s20,qlogehvi_mixed,11,20,0,1.0,0.9089756981395307,0.9271504132308294,0.019829465352062415,0.0037027664228272013,0.9239185295873455,0.9263854876808874,0.9271504132308294,116.00092800000857,0,0
i17o_s20,qlogehvi_mixed,12,20,0,1.0,0.8964511973918134,0.9274690393829177,0.03117312016976757,0.003775345148848602,0.8451220561754114,0.9272265469136333,0.9274690393829177,103.48123139998643,0,0
i17o_s20,qlogehvi_mixed,13,20,0,1.0,0.8819588609473819,0.8945478093995753,0.04197080583431486,0.030173071117232945,0.8571668644244856,0.8914300736067298,0.8945478093995753,81.53372460001265,0,0
i17o_s20,qlogehvi_mixed_seed,11,20,0,1.0,0.9029010508405027,0.9281616048817056,0.025960565818626834,0.003680230640030578,0.8491263865829477,0.9258090512720729,0.9281616048817056,116.65534060001664,0,0
i17o_s20,qlogehvi_mixed_seed,12,20,0,1.0,0.8908178192394907,0.9301877831423907,0.036715628740146965,0.0033182252353923525,0.8351011706943151,0.8894292654995304,0.9301877831423907,102.7709461999766,0,0
i17o_s20,qlogehvi_mixed_seed,13,20,0,1.0,0.891377962624071,0.929647014127674,0.03597609239250993,0.003534864846195364,0.8349241323677736,0.8914936462294053,0.929647014127674,94.0704297000193,0,0
i17o_s20,random,11,20,0,1.0,0.8673967476555259,0.8790205722327108,0.05571982433885274,0.04469163809242635,0.8491263865829477,0.8790205722327108,0.8790205722327108,151.68964009998308,0,0
i17o_s20,random,12,19,1,0.95,0.850547690704448,0.8590689346456013,0.07223518263852757,0.06407828647673575,0.8451220561754114,0.8451756341032683,0.8590689346456013,148.6459160999948,1,0
i17o_s20,random,13,20,0,1.0,0.8714847192568326,0.9054079306479599,0.052591711616911695,0.02101791343025923,0.8565835892728351,0.8582044700176554,0.9054079306479599,149.6800064999843,0,0
i17o_s20,random_seed,11,20,0,1.0,0.8686027942476365,0.8790205722327108,0.05484713166582372,0.04469163809242635,0.8491263865829477,0.8790205722327108,0.8790205722327108,150.39109319997078,0,0
i17o_s20,random_seed,12,19,1,0.95,0.8445747218188021,0.8590689346456013,0.07793924410814705,0.06407828647673575,0.8349401502223524,0.8357677652671751,0.8590689346456013,144.0633155000105,1,0
i17o_s20,random_seed,13,20,0,1.0,0.864218272927378,0.9054079306479599,0.059793268344952744,0.02101791343025923,0.8348189741626938,0.8539413711995266,0.9054079306479599,145.07505210004456,0,0
n11o_limit_cycle,parego,11,20,0,1.0,0.9567345212291527,0.9691250892109144,0.02917113254722023,0.016896253380383135,0.9412780656303973,0.9660194174757282,0.9691250892109144,62.11635689991817,0,0
n11o_limit_cycle,parego,12,20,0,1.0,0.9623758088620291,0.9716506630086877,0.02348584433510562,0.01429781474306874,0.9576271186440678,0.9580139953348884,0.9716506630086877,62.24444430002768,0,0
n11o_limit_cycle,parego,13,20,0,1.0,0.9538566633670178,0.9683698296836983,0.03199385369211747,0.017578648068058145,0.9509433962264151,0.9681818181818181,0.9683698296836983,60.244247099995846,0,0
n11o_limit_cycle,parego_seed,11,20,0,1.0,0.9572363090923656,0.9691234719125206,0.028588345674265502,0.01691047978377056,0.9412780656303973,0.9660194174757282,0.9691234719125206,60.94239340002241,0,0
n11o_limit_cycle,parego_seed,12,20,0,1.0,0.961083456779133,0.9731958762886598,0.024676806489295572,0.012752601463096645,0.9576271186440678,0.9580139953348884,0.9731958762886598,61.406127399997786,0,0
n11o_limit_cycle,parego_seed,13,20,0,1.0,0.958290368380354,0.9731958762886598,0.027549044775711108,0.012752601463096645,0.9509433962264151,0.9731958762886598,0.9731958762886598,60.39380229996459,0,0
n11o_limit_cycle,qlogehvi_mixed,11,20,0,1.0,0.9636521231504914,0.9744245524296675,0.022247778138549307,0.01152392532208892,0.9541062801932367,0.9744245524296675,0.9744245524296675,78.2318845000409,0,0
n11o_limit_cycle,qlogehvi_mixed,12,20,0,1.0,0.9686417682159942,0.9820051413881749,0.017268466825722535,0.003943336363581634,0.9576271186440678,0.9768736001069769,0.9820051413881749,74.61084680000204,0,0
n11o_limit_cycle,qlogehvi_mixed,13,20,0,1.0,0.9627518283455114,0.9769230769230769,0.02309868871362339,0.009025400828679518,0.9509433962264151,0.9769230769230769,0.9769230769230769,73.50966490000428,0,0
n11o_limit_cycle,qlogehvi_mixed_seed,11,20,0,1.0,0.9398299153639775,0.9563262684649968,0.045987991459664014,0.029622209286759647,0.9412780656303973,0.9412780656303973,0.9563262684649968,89.14318210001511,0,0
n11o_limit_cycle,qlogehvi_mixed_seed,12,20,0,1.0,0.9591671046219983,0.9782501895699166,0.026595105348368193,0.007705013152170992,0.9576271186440678,0.9576271186440678,0.9782501895699166,86.97885149998183,0,0
n11o_limit_cycle,qlogehvi_mixed_seed,13,20,0,1.0,0.9553444476067746,0.9683698296836983,0.03049496554929033,0.017578648068058145,0.9509433962264151,0.9660194174757282,0.9683698296836983,87.03212020001956,0,0
n11o_limit_cycle,random,11,20,0,1.0,0.939048818890276,0.9418181818181818,0.04685108239876455,0.04413029593357462,0.9412780656303973,0.9418181818181818,0.9418181818181818,120.75982900000236,0,0
n11o_limit_cycle,random,12,20,0,1.0,0.9710646442366979,0.9859484777517564,0.014797008960436465,0.0,0.9707112970711297,0.9707112970711297,0.9859484777517564,112.18007320002653,0,0
n11o_limit_cycle,random,13,20,0,1.0,0.9570925923877822,0.9740820734341252,0.02875792467135304,0.01186640431763117,0.9509433962264151,0.9740820734341252,0.9740820734341252,111.35434390003502,0,0
n11o_limit_cycle,random_seed,11,20,0,1.0,0.9389403846123899,0.9418181818181818,0.04687752221125145,0.04413029593357462,0.9412780656303973,0.9418181818181818,0.9418181818181818,114.02192119996471,0,0
n11o_limit_cycle,random_seed,12,20,0,1.0,0.9682819661625632,0.9859484777517564,0.017478297105865057,0.0,0.9707112970711297,0.9707112970711297,0.9859484777517564,108.61025180002616,0,0
n11o_limit_cycle,random_seed,13,20,0,1.0,0.9458085789913876,0.9740820734341252,0.04003083416467751,0.01186640431763117,0.9509433962264151,0.9509433962264151,0.9740820734341252,85.64464399998542,0,0
n12o_limit_cycle_genus0,parego,11,20,0,1.0,0.9266979247237529,0.9286547462475087,0.017307724893514786,0.015416114291251065,0.9286469146492562,0.9286469577159135,0.9286547462475087,64.81750500005728,0,0
n12o_limit_cycle_genus0,parego,12,20,0,1.0,0.9332789075639724,0.9437428243398392,0.010608324429124051,0.0003249722703302302,0.923294800418542,0.9313274573342205,0.9437428243398392,64.27246789998026,0,0
n12o_limit_cycle_genus0,parego,13,20,0,1.0,0.8994940664895731,0.9434210526315789,0.04443396655076,0.0006467439785905471,0.905829596412556,0.905829596412556,0.9434210526315789,62.3267288999632,0,0
n12o_limit_cycle_genus0,parego_seed,11,20,0,1.0,0.9263595938031901,0.9286532052757225,0.017643024716557966,0.015416114291251065,0.9286469146492562,0.9286469577159135,0.9286532052757225,64.05939119997493,0,0
n12o_limit_cycle_genus0,parego_seed,12,20,0,1.0,0.9125223643168764,0.9231907091293504,0.030869538588653312,0.020389361033462398,0.9228451334825755,0.9231904567643612,0.9231907091293504,62.587555199992494,0,0
n12o_limit_cycle_genus0,parego_seed,13,20,0,1.0,0.9098392964505745,0.9434210526315789,0.03411766740951707,0.0006467439785905471,0.905829596412556,0.905829596412556,0.9434210526315789,60.77213560002565,0,0
n12o_limit_cycle_genus0,qlogehvi_mixed,11,20,0,1.0,0.9274930960094404,0.9329782057088115,0.016515366341469738,0.011114739294435096,0.9286469146492562,0.9286469146492562,0.9329782057088115,77.57358840000234,0,0
n12o_limit_cycle_genus0,qlogehvi_mixed,12,20,0,1.0,0.9275331551427177,0.9317959781636005,0.01619532866650534,0.011993460383951899,0.9295467607069202,0.9295906490428265,0.9317959781636005,104.51875959994504,0,0
n12o_limit_cycle_genus0,qlogehvi_mixed,13,20,0,1.0,0.9235829746259749,0.9411247803163445,0.02034505841435831,0.0029430162938250265,0.905829596412556,0.9411247803163445,0.9411247803163445,77.03708179996465,0,0
n12o_limit_cycle_genus0,qlogehvi_mixed_seed,11,20,0,1.0,0.932755913976271,0.938015223434369,0.011251847411989098,0.006107442512659457,0.936436884512086,0.936436884512086,0.938015223434369,83.89287790001254,0,0
n12o_limit_cycle_genus0,qlogehvi_mixed_seed,12,20,0,1.0,0.9168196393013145,0.9305628616517623,0.02690401531702181,0.01350493495840726,0.9230287212853108,0.9296703296703297,0.9305628616517623,86.55400299999746,0,0
n12o_limit_cycle_genus0,qlogehvi_mixed_seed,13,20,0,1.0,0.9282264674485083,0.9440677966101695,0.01600983342104054,0.0,0.9265905383360522,0.9399438524560381,0.9440677966101695,75.3464898000093,0,0
n12o_limit_cycle_genus0,random,11,20,0,1.0,0.9267006824545702,0.9286567734690137,0.017307724893514786,0.015416114291251065,0.9286469146492562,0.9286567734690137,0.9286567734690137,111.267966600004,0,0
n12o_limit_cycle_genus0,random,12,20,0,1.0,0.9228185601572367,0.9247529727786012,0.02119215483447004,0.019415497911505673,0.9236570799791086,0.9236570799791086,0.9247529727786012,108.97392870001204,0,0
n12o_limit_cycle_genus0,random,13,20,0,1.0,0.9093512452267709,0.9351585014409222,0.034578690486505914,0.008909295169247301,0.905829596412556,0.9084036366512042,0.9351585014409222,112.48411020002095,0,0
n12o_limit_cycle_genus0,random_seed,11,20,0,1.0,0.9263648516221895,0.9286567734690137,0.017643024716557966,0.015416114291251065,0.9286469146492562,0.9286567734690137,0.9286567734690137,131.74745569999504,0,0
